1.609789	0.909552	0.933196	2.287308	2.174877	0.899525	1.946613	2.541329	0.4265	1.453297	0.03596	0.571279	2.021827	-0.069627	1.078644	3.693231	-0.244463	3.936043	-0.35661	-1.283802	-0.380135	-2.260687	-0.434418	1.44522	0.490623	-0.785337	0.393827	0.253381	0.845719	-0.079527	-0.056809	0.296105	1.457263	0.439317	-0.651132	0.792736	-2.601959	1.887466	0.715188	0.030592
0.307283	1.363643	-0.851406	0.333668	1.12779	-0.332637	1.131485	-3.709626	1.847781	1.711333	1.205181	1.083751	-2.904739	-0.77941	0.844584	0.468268	-0.039364	2.291526	1.668786	-1.284842	-2.188557	2.476887	-0.522423	2.533945	0.897402	-2.011142	-0.059282	1.876517	1.728057	-1.498606	2.147351	-1.017458	-2.396438	-1.036182	0.223702	2.709064	3.156599	-0.846825	1.270925	0.958919
-0.396566	1.016564	1.48085	1.168288	1.366814	-0.529427	1.533331	0.832322	1.912036	-3.345279	-0.596754	2.328685	3.664192	1.786453	-0.014489	2.856826	3.85645	-2.439993	-0.327109	2.272894	-1.80466	-0.283511	1.359706	0.019784	0.731697	-0.578405	-0.10055	-1.152658	0.531399	-0.523121	-0.595839	-0.0862	-3.089422	-0.232644	2.446657	0.122613	1.448916	-1.089314	1.355244	-0.317084
1.694054	0.389199	0.441494	1.735532	3.556267	0.783758	0.914518	0.767971	-0.977599	-0.59422	0.513599	0.557362	1.923679	1.476093	1.517493	1.018462	-0.091483	2.999077	2.661295	3.478243	0.729162	1.235728	2.666941	-0.952325	-1.200003	2.150313	1.872424	0.254765	1.474541	-1.136505	-0.557754	0.173127	-1.758766	-0.956185	-1.009307	0.737943	-2.517242	0.982065	-1.471397	-1.133328
-0.200867	0.741801	-1.41348	2.109917	0.760072	1.502787	2.225361	0.015995	1.476736	2.143278	1.041205	2.299042	0.269941	-0.401933	3.149458	2.947271	0.29496	0.182567	-0.140675	1.903292	0.70974	-1.361552	-0.94323	0.168332	-1.491694	0.177811	-1.216167	-0.406999	0.025754	-0.6512	0.308457	-0.925852	0.501059	-0.956617	0.00251	0.605487	-1.362201	1.003218	-1.353363	-1.983249
1.90983	3.150161	2.767842	-1.239157	-2.1717	0.646538	-1.235776	0.626093	3.866128	2.934263	-1.819044	1.296962	1.123182	2.833942	0.642181	-2.285477	-0.265834	0.398387	-1.192218	4.542829	3.547913	-0.792689	-0.883354	-0.2627	0.724218	1.278477	-1.126747	-1.080906	0.634166	1.111424	1.123769	-0.89543	0.89861	-1.327743	-1.659285	0.598475	-0.945802	4.741458	-2.994951	1.638056
0.185715	-7.545293	-1.19588	-0.397421	0.838136	1.592795	-6.392368	-1.051696	8.442271	-4.777612	0.688648	-2.199801	-1.537728	4.732614	7.308614	-3.992332	0.970947	-5.137603	-3.374483	-0.659374	6.178537	-2.431678	0.515574	11.798906	8.365384	0.21992	0.4663	3.114128	2.559208	-1.498992	-3.848807	-5.314989	-0.091047	0.759143	-1.865192	-3.527129	0.274686	9.361282	-3.937087	-7.73755
0.257395	0.783706	1.394647	0.031492	1.194088	0.994617	0.514053	1.607097	0.246342	0.821892	0.274676	1.588138	1.442032	2.227361	0.054594	0.268433	1.457433	0.226607	0.789136	-0.727987	-1.315665	-1.023966	0.215534	-0.088692	-0.038846	0.177187	-0.064845	0.059411	0.688477	0.503058	-1.626064	-0.064054	0.39346	-1.002523	-0.472093	-2.122133	-0.671044	1.786119	-0.18451	0.005668
2.588001	0.861014	0.608736	0.567029	2.740622	2.106591	2.90766	0.795804	1.460352	4.611331	0.599281	0.898787	-0.479613	0.141141	-2.266141	4.817936	1.687544	2.614801	0.999852	0.786722	-0.579137	2.05372	1.663065	-0.551198	-2.580027	-1.33797	-0.410489	-1.278026	-2.271726	-1.589987	0.561632	3.814746	0.691287	-1.015091	0.274716	-1.029747	-0.771121	-1.45114	0.950094	1.942589
0.176743	1.521363	2.377845	0.12943	-0.672644	1.849384	0.538225	1.471325	0.857836	0.98299	1.343289	0.370651	2.272529	0.807746	0.909568	1.565392	0.687326	-0.65262	0.279558	2.223702	-0.686494	0.654572	-0.338181	1.736679	-1.360439	-0.300228	0.862532	-1.137404	0.594969	-0.515829	-1.275744	1.33221	-0.591188	0.035371	1.75884	-2.585299	1.338797	1.81011	0.428635	-1.616244
-1.317077	-0.003636	1.584257	1.46403	1.418106	-1.577639	2.284983	-1.093263	2.807042	2.403558	0.078355	1.927167	0.541302	3.313338	3.647537	2.090252	1.473312	2.03503	3.724225	1.689741	-0.658504	-2.315715	-1.35271	-0.310433	1.136559	2.161384	2.748144	0.294976	-1.684134	-0.110966	3.125289	0.014386	1.090097	1.648333	1.567907	-3.420079	-1.459535	-1.188891	-2.027138	-2.166025
